,,Similarity
摩耗の進行 進行する,クランクメタルの摩耗 クランクメタル 進行する,1.0
NAS級 ある,NAS級 等級 ある,1.0
NAS級 ある,外部混入異物 NAS級 銅 ある,1.0
摩耗の進行 進行する,摩耗 ケルメット層の主成分である銅 進行する,1.0
摩耗の進行 進行する,摩耗 鉛 進行する,1.0
NAS級 ある,機械部品 NAS級 計数汚染度計数汚染度 ある,1.0
摩耗の進行 進行する,気密性 摩耗 クランクメタル ピストン間 進行する,1.0
NAS級 ある,当社推奨の管理限界値 NAS級 計数汚染度計数汚染度 ある,1.0
摩耗の進行 進行する,摩耗 カルシウム 夾雑物 進行する,1.0
摩耗の進行 進行する,気密性 摩耗 クランクメタル シリンダ 進行する,1.0
外部 フリクションポリマ 混入する,ppm 外部 銅 フリクションポリマ 混入する,1.0
NAS級 ある,油スペクトル NAS級 計数汚染度計数汚染度 ある,1.0
NAS級 ある,NAS級 判断します計数汚染度計数汚染度 ある,1.0
RBOTのデータ 当社推奨の管理限界値の±％以内 +％ ある,当社推奨の管理限界値 当社推奨の管理限界値である±％以内 当社推奨の管理限界値 ある,1.0
潤滑状態 良好な状態 ある,良好な状態 ある,1.0
外部 フリクションポリマ 混入する,外部 油の添加剤成分であるカルシウム フリクションポリマ 混入する,1.0
摩耗 減速機のギヤ歯面 集中する,厳しい状態である摩耗 減速機のギヤ歯面 集中する,1.0
外部 フリクションポリマ 混入する,外部 銅 フリクションポリマ 混入する,1.0
摩耗 減速機のギヤ歯面 集中する,摩耗 ギヤ歯面 集中する,1.0
バックラッシ 計算する,ギヤのバックラッシの増加量 計算する,1.0
バックラッシ 計算する,検出された濃度 バックラッシの増加量 計算する,1.0
箇所 ケイ素 ある,ケイ素 ある,1.0
バックラッシ 計算する,設備油量 太陽歯車-遊星歯車のバックラッシ 計算する,1.0
バックラッシ 計算する,バックラッシの増加量 活用した設備診断法 計算する,1.0
バックラッシ 計算する,正確なバックラッシの増加量 計算する,1.0
外部 フリクションポリマ 混入する,外部 カルシウム フリクションポリマ 混入する,1.0
外部 フリクションポリマ 混入する,外部 油の添加剤成分である亜鉛 フリクションポリマ 混入する,1.0
分析管理表の摩耗の形態No.参照汚染度 良好,摩耗 良好,1.0
NAS級 ある,面圧 NAS級 計数汚染度 ある,1.0
NAS級 ある,NAS級 .mg/ml ある,1.0
NAS級 ある,潤滑油 NAS級 潤滑油 ある,1.0
外部 フリクションポリマ 混入する,ppm 外部 錫 フリクションポリマ 混入する,1.0
NAS級 ある,汚染度計数汚染度 NAS級 ある,1.0
NAS級 ある,汚染度計数汚染度 NAS級 濃度の増加 ある,1.0
NAS級 ある,当社推奨の管理限界値 当社推奨の管理限界値のmg/ml以内 NAS級 ある,1.0
NAS級 ある,当社推奨の管理限界値 当社推奨の管理限界値のmg/ml以内 当社推奨の管理限界値のNAS級 ある,1.0
NAS級 ある,NAS級 重量汚染度 ある,1.0
NAS級 ある,NAS級 銅 ある,1.0
外部 フリクションポリマ 混入する,ppm 外部 鉛 フリクションポリマ 混入する,1.0
バックラッシ 計算する,ギヤのバックラッシ 計算する,1.0
摩耗の進行 進行する,将来的な異常摩耗の進行 進行する,1.0
負荷 更油後の稼働時間 不明,更油後の稼働時間 不明,1.0
NAS級 ある,NAS級 鉄 ある,1.0
鉄 クロム 混入する,.ppm 外部 クロム 鉄 混入する,1.0
NAS級 ある,NAS級 亜鉛・ギヤ歯面 ある,1.0
全酸価 ・フレーキングの発生 転がる,・フレーキングの発生 転がる,1.0
当社推奨の管理限界値である±％ 粘度粘度 上昇する,当社推奨の管理限界値である±％ 上昇する,1.0
μmサイズの粒子 観察され 検出する,μmサイズのシビア粒子 観察された摩耗粒子の中 検出する,1.0
μmサイズの粒子 観察された中 検出する,μmサイズのシビア粒子 観察された摩耗粒子の中 検出する,1.0
μmサイズの粒子 観察された中 検出する,μmサイズの大型のシビア粒子 観察された摩耗粒子の中 検出する,1.0
ケイ素 濃度 検出する,ケイ素 ケイ素の濃度 検出する,1.0
当社推奨の管理限界値である±％ 粘度粘度 上昇する,粘度粘度 上昇する,1.0
疲労摩耗粒子 厳しい,疲労摩耗粒子 カルシウム 厳しい,1.0
減速機のギヤ歯面 バックラッシ増加分の上限値 ある,減速機 ある,1.0
外部 砂 混入する,外部 鉄 砂 混入する,1.0
ケイ素 濃度 検出する,濃度 検出する,1.0
鉄錆 異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗 高い,異常摩耗の早期発見パラメータであるフェログラフィーのIs値 鉄錆 高い,1.0
汚染度 良好の範囲 ある,汚染度のデータ 良好の範囲 ある,1.0
汚染度 良好の範囲 ある,汚染度 良好,1.0
有機物・有機化合物のデータ 酸化安定度 良好,有機物・有機化合物 酸化安定度 良好,1.0
当社推奨の管理限界値である±％ 粘度粘度 上昇する,当社推奨の管理限界値の 上昇する,1.0
外部 砂 混入する,外部 錫 砂 混入する,1.0
RBOTのデータ 当社推奨の管理限界値の±％以内 粘度変化率 ある,当社推奨の管理限界値 当社推奨の管理限界値である±％以内 当社推奨の管理限界値 ある,1.0
マイルド摩耗粒子 検出する,混入した砂 潤滑油中 マイルド摩耗粒子 検出する,1.0
有機物・有機化合物のデータ 粘度 良好,有機物・有機化合物のデータ ．粘度 良好,1.0
潤滑状態 正常な状態 発生する,正常な潤滑状態 発生する,1.0
有機物・有機化合物のデータ 粘度 良好,有機物・有機化合物のデータ ・粘度 良好,1.0
外部 砂 混入する,ppm 外部 鉄 砂 混入する,1.0
全酸価 酸化安定度 良好,酸価 酸化安定度 良好,1.0
RBOTのデータ 当社推奨の管理限界値の±％以内 粘度変化率 ある,当社推奨の管理限界値である±％以内 粘度変化率 ある,1.0
外部 砂 混入する,ppm 外部 鉛 砂 混入する,1.0
砂 ・フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 検出する,1.0
鉄錆 ・フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 検出する,1.0
外部 砂 混入する,ppm 外部 ニッケル 砂 混入する,1.0
μmサイズの粒子 観察され 検出する,μmサイズの粒子 観察された中 検出する,1.0
当社推奨の管理限界値である±％ 粘度粘度 上昇する,管理限界値 上昇する,1.0
NAS級 ある,NAS級 鉛 ある,1.0
摩耗の進行 進行する,摩耗 健全な油膜 進行する,1.0
摩耗の進行 進行する,摩擦摺動面の摩耗 進行する,1.0
NAS級 ある,NAS級 ニッケル ある,1.0
摩耗の進行 進行する,軸受メタルの摩耗 油中の汚染物 進行する,1.0
NAS級 ある,NAS級 錫・シリンダ内壁 ある,1.0
NAS級 ある,NAS級 ポンプ内部リン・添加剤カルシウム ある,1.0
NAS級 ある,NAS級 外部混入異物計数汚染度計数汚染度 ある,1.0
汚染度計数汚染度 NAS級 汚染する,NAS級 汚染する,1.0
NAS級 ある,NAS級 錫 ある,1.0
NAS級 ある,NAS級 亜鉛・シリンダ内壁 ある,1.0
NAS級 ある,NAS級 バリウム ある,1.0
摩耗の進行 進行する,摩耗 鉄分 進行する,1.0
NAS級 ある,樹脂 汚染粒子数 NAS級 ある,1.0
NAS級 ある,樹脂 注意領域 NAS級 ある,1.0
摩耗の進行 進行する,ホワイトメタル層の摩耗 鉛 進行する,1.0
外部 クロム 混入する,ppm 外部 クロム 鉛 混入する,1.0
摩耗の進行 進行する,ピストンリングの摩耗 進行する,1.0
NAS級 ある,汚染 NAS級 汚染粒子数 ある,1.0
NAS級 ある,フィルタ表面の異物観察 汚染粒子数 NAS級 ある,1.0
NAS級 ある,フィルタ表面の異物観察 注意領域 NAS級 ある,1.0
摩耗の進行 進行する,摩耗 鉄 軸受軌道面 進行する,1.0
摩耗の進行 進行する,軸受メタルの摩耗 鉄 進行する,1.0
外部 クロム 混入する,.ppm 外部 クロム 鉄 混入する,1.0
摩耗の進行 進行する,軸受メタルの摩耗 軸受メタルの成分である錫 進行する,1.0
摩耗の進行 進行する,軸受メタルの摩耗 鉛 進行する,1.0
NAS級 ある,汚染粒子数 NAS級 ある,1.0
NAS級 ある,注意領域 NAS級 ある,1.0
マイルド摩耗粒子 厳しい,潤滑油中 検出された金属 マイルド摩耗粒子 厳しい,1.0
マイルド摩耗粒子 厳しい,マイルド摩耗粒子 カルシウム 厳しい,1.0
摩耗 減速機のギヤ歯面 集中する,ギヤ歯面 摩耗する,1.0
異物 混入する,鉄 異物 混入する,1.0
箇所 ケイ素 ある,箇所 ある,1.0
汚染度 高い,油槽内の清掃油中の汚染度 高い,1.0
汚染度 高い,汚染度 油の添加剤成分であるバリウム 高い,1.0
当社推奨の管理限界値のNAS級 計数汚染度計数汚染度 上昇する,当社推奨の管理限界値 計数汚染度計数汚染度 上昇する,1.0
汚染度 高い,汚染度 すす 高い,1.0
汚染度 高い,汚染度 亜鉛 高い,1.0
汚染度 高い,汚染度 油 高い,1.0
当社推奨の管理限界値のNAS級 計数汚染度計数汚染度 上昇する,当社推奨の管理限界値の 上昇する,1.0
汚染度 高い,汚染度 潤滑面 外部混入異物 高い,1.0
当社推奨の管理限界値のNAS級 計数汚染度計数汚染度 上昇する,管理限界値 上昇する,1.0
当社推奨の管理限界値の以下 .ppm ある,管理限界値の以下 ある,1.0
当社推奨の管理限界値の以下 .ppm ある,新油のIRスペクトル 当社推奨の管理限界値の以下 .ppm ある,1.0
汚染度 高い,汚染度 異物 摩耗 高い,1.0
汚染度 高い,更油油の汚染度 高い値 高い,1.0
汚染度 高い,汚染度 異物 外部混入異物 高い,1.0
汚染度 高い,汚染度 外部混入異物 摩耗 高い,1.0
汚染度 高い,更油油中の汚染度 濾過 高い,1.0
汚染度 高い,油中の汚染度 減速機 高い,1.0
摩耗の進行 進行する,メタルの摩耗 化合物 進行する,1.0
汚染度 高い,油中の汚染度 継続使用可能な状態 高い,1.0
汚染度 高い,油の汚染度 更油水分 高い,1.0
汚染度 高い,濾過油中の汚染度 酸化防止剤 高い,1.0
汚染度 高い,濾過油中の汚染度 局部的な油膜切れ 高い,1.0
汚染度 高い,油の汚染度 高い,1.0
汚染度 高い,汚染度 水分 高い,1.0
汚染度 高い,汚染度 油の添加剤成分であるリン 高い,1.0
汚染度 高い,新油充填時の汚染度 高い,1.0
汚染度 高い,油槽内の清掃使用油の汚染度 高い,1.0
汚染度 高い,油の汚染度 水分 高い,1.0
汚染度 高い,汚染度 油の添加剤成分である亜鉛 高い,1.0
汚染度 高い,確認された潤滑油中の汚染度 潤滑油 高い,1.0
汚染度 高い,更油油中の汚染度 潤滑油 高い,1.0
汚染度 高い,水分除去油中の汚染度 潤滑油 高い,1.0
汚染度 高い,油中の汚染度 高い,1.0
当社推奨の管理限界値のNAS級 計数汚染度計数汚染度 上昇する,NAS級 上昇する,1.0
汚染度 高い,の濾過油の汚染度 軸受の摩耗 高い,1.0
白色の樹脂 フィルタ表面の異物観察 検出する,樹脂 フィルタ表面の異物観察 検出する,1.0
汚染度 高い,汚染度 油中汚染物 高い,1.0
汚染度 高い,油中の汚染度 RBOTのデータ 高い,1.0
汚染度 高い,汚染度 SOAP-T 高い,1.0
白色の樹脂 フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 検出する,1.0
汚染度 高い,油中の汚染度 汚染粒子数 高い,1.0
汚染度 高い,油中の汚染度 当社推奨の管理限界値 高い,1.0
汚染度 高い,汚染度 潤滑油の更油水分 高い,1.0
汚染度 高い,汚染度 フィルタ表面残渣 高い,1.0
外部 異物 白色の樹脂 混入する,異物 混入する,1.0
汚染度 高い,水分除去油中の汚染度 試料油 高い,1.0
汚染度 高い,油中の汚染度 酸化防止剤 高い,1.0
汚染度 高い,更油油中の汚染度 ベアリング鋼 高い,1.0
